Company Name,Location,Datum,Status Mission
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Oct 08, 1970 12:39 UTC",Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Oct 03, 1970 10:26 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 01, 1970 08:20 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Sep 29, 1970 08:14 UTC",Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Fri Sep 25, 1970 14:05 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 22, 1970 13:00 UTC",Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Sep 22, 1970 05:00 UTC",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 17, 1970 08:10 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Sep 16, 1970 12:00 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Sep 12, 1970 13:25 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 08, 1970 10:30 UTC",Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Sep 01, 1970 01:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 29, 1970 08:30 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 22, 1970 05:06 UTC",Partial Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Aug 20, 1970 14:30 UTC",Partial Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Aug 19, 1970 14:59 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 18, 1970 14:45 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Aug 17, 1970 05:38 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Aug 10, 1970 19:59 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Aug 07, 1970 09:30 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Aug 07, 1970 02:59 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 31, 1970 02:00 UTC",Success
RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan","Tue Jul 28, 1970 22:00 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Jul 21, 1970 12:30 UTC",Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jul 09, 1970 13:35 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 07, 1970 10:30 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Jun 27, 1970 16:40 UTC",Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 27, 1970 07:39 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jun 26, 1970 12:00 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 26, 1970 03:23 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Thu Jun 25, 1970 14:50 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jun 23, 1970 14:15 UTC",Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Fri Jun 19, 1970 11:37 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Jun 17, 1970 12:59 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 13, 1970 04:59 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jun 12, 1970 09:30 UTC",Success
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Fri Jun 12, 1970 06:06 UTC",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 10, 1970 09:30 UTC",Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jun 01, 1970 19:00 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri May 22, 1970 12:39 UTC",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed May 20, 1970 09:20 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 12, 1970 10:10 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Apr 28, 1970 10:50 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Apr 25, 1970 17:09 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Apr 24, 1970 22:24 UTC",Success
CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","Fri Apr 24, 1970 13:35 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Apr 23, 1970 13:20 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Apr 15, 1970 15:52 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 15, 1970 09:00 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Apr 11, 1970 19:13 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Apr 11, 1970 17:00 UTC",Success
Martin Marietta,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Apr 08, 1970 10:50 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Apr 08, 1970 10:15 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Apr 07, 1970 11:10 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Apr 03, 1970 08:30 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Mar 27, 1970 11:45 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Mar 18, 1970 14:39 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Mar 17, 1970 11:10 UTC",Partial Failure
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Mar 13, 1970 08:00 UTC",Success
CNES,"ELD, Guiana Space Centre, French Guiana, France","Tue Mar 10, 1970 15:20 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Mar 04, 1970 12:14 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Feb 27, 1970 17:24 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Feb 17, 1970 18:57 UTC",Success
UT,"Uchinoura Space Center, Japan","Wed Feb 11, 1970 04:25 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Feb 10, 1970 12:00 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Feb 06, 1970 04:16 UTC",Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Jan 30, 1970 15:40 UTC",Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jan 21, 1970 12:00 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jan 20, 1970 20:20 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jan 16, 1970 10:59 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jan 15, 1970 13:40 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jan 14, 1970 18:43 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jan 09, 1970 09:20 UTC",Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Dec 27, 1969 14:20 UTC",Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Dec 25, 1969 09:59 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Dec 23, 1969 13:50 UTC",Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Tue Dec 23, 1969 09:25 UTC",Success
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Dec 20, 1969 03:26 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Dec 11, 1969 12:59 UTC",Success
RVSN USSR,"Site 43/4, Plesetsk Cosmodrome, Russia","Wed Dec 03, 1969 13:20 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Fri Nov 28, 1969 09:00 UTC",Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Nov 24, 1969 16:49 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Nov 24, 1969 11:04 UTC",Success
CASC,"Site 5020 (LA-2A), Jiuquan Satellite Launch Center, China","Sun Nov 16, 1969",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Nov 15, 1969 08:30 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Nov 14, 1969 16:22 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 12, 1969 11:30 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Nov 04, 1969 12:00 UTC",Success
Yuzhmash,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sat Nov 01, 1969 10:59 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Fri Oct 24, 1969 18:10 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Oct 24, 1969 13:01 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 24, 1969 09:40 UTC",Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Oct 22, 1969 14:09 UTC",Failure
RVSN USSR,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Oct 21, 1969 12:49 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Oct 18, 1969 10:00 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 17, 1969 11:45 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Oct 14, 1969 13:19 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Oct 13, 1969 10:19 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Oct 12, 1969 10:44 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 11, 1969 11:10 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 06, 1969 01:45 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Sep 24, 1969 12:15 UTC",Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Tue Sep 23, 1969 15:00 UTC",Success
UT,"Uchinoura Space Center, Japan","Mon Sep 22, 1969",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 18, 1969 08:40 UTC",Success
RVSN USSR,"Site 191/66, Baikonur Cosmodrome, Kazakhstan","Mon Sep 15, 1969 16:00 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Sep 02, 1969 11:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 29, 1969 09:05 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Sat Aug 23, 1969 16:00 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Aug 22, 1969 14:14 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Aug 19, 1969 13:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Aug 16, 1969 11:59 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Aug 13, 1969 22:00 UTC",Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Aug 12, 1969 11:01 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Thu Aug 07, 1969 23:48 UTC",Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Wed Aug 06, 1969 05:40 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Jul 23, 1969 09:00 UTC",Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Jul 22, 1969 12:55 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 22, 1969 12:30 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Jul 16, 1969 13:32 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Jul 10, 1969 09:00 UTC",Success
RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan","Thu Jul 03, 1969 20:18 UTC",Failure
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Thu Jul 03, 1969 08:06 UTC",Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 27, 1969 06:59 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 24, 1969 06:50 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Jun 15, 1969 08:59 UTC",Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Jun 14, 1969 23:59 UTC",Failure
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Jun 12, 1969 06:00 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Jun 03, 1969 16:49 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Jun 03, 1969 12:57 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu May 29, 1969 06:59 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue May 27, 1969 13:00 UTC",Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri May 23, 1969 07:57 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 20, 1969 08:40 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun May 18, 1969 16:49 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue May 13, 1969 09:15 UTC",Partial Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Apr 23, 1969 09:55 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Apr 15, 1969 17:30 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Apr 15, 1969 08:14 UTC",Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Sun Apr 13, 1969 02:30 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Apr 11, 1969 02:30 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Apr 09, 1969 13:00 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Apr 04, 1969 13:00 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Apr 04, 1969 10:20 UTC",Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Apr 02, 1969 10:33 UTC",Failure
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Mar 28, 1969 16:00 UTC",Success
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Mar 27, 1969 22:22 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Thu Mar 27, 1969 10:40 UTC",Failure
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Mar 26, 1969 12:30 UTC",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Mar 24, 1969 10:10 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Mar 22, 1969 12:15 UTC",Success
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Tue Mar 18, 1969 07:47 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Mon Mar 17, 1969 16:40 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Mar 15, 1969 12:15 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Mar 06, 1969 12:15 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Mar 05, 1969 17:25 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Wed Mar 05, 1969 13:04 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Mar 04, 1969 19:30 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Mon Mar 03, 1969 16:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Feb 26, 1969 08:30 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Feb 25, 1969 10:20 UTC",Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Tue Feb 25, 1969 01:29 UTC",Success
RVSN USSR,"Site 110/38, Baikonur Cosmodrome, Kazakhstan","Fri Feb 21, 1969 09:18 UTC",Failure
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Feb 19, 1969 06:48 UTC",Failure
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun Feb 09, 1969 21:09 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Feb 07, 1969 13:59 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Feb 01, 1969 12:11 UTC",Failure
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Jan 25, 1969 11:14 UTC",Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jan 23, 1969 09:15 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jan 22, 1969 19:10 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Mon Jan 20, 1969 04:14 UTC",Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jan 15, 1969 07:04 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jan 14, 1969 07:30 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sun Jan 12, 1969 12:10 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jan 10, 1969 05:51 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Jan 05, 1969 06:28 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Thu Dec 26, 1968 09:45 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat Dec 21, 1968 12:51 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Dec 19, 1968 23:55 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 16, 1968 09:15 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Sat Dec 14, 1968 05:09 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Dec 10, 1968 08:25 UTC",Success
General Dynamics,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Dec 07, 1968 08:40 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Dec 04, 1968 19:23 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Dec 03, 1968 14:52 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Sat Nov 30, 1968 12:00 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Nov 29, 1968 12:40 UTC",Success
CECLES,"LA-5B, RAAF Woomera Range Complex, Australia","Fri Nov 29, 1968 09:47 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Thu Nov 21, 1968 12:10 UTC",Success
RVSN USSR,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Sat Nov 16, 1968 11:40 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Nov 13, 1968 12:00 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sun Nov 10, 1968 19:11 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Nov 06, 1968 19:10 UTC",Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri Nov 01, 1968 00:27 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 31, 1968 09:14 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Wed Oct 30, 1968 22:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 26, 1968 08:34 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Oct 25, 1968 09:00 UTC",Success
RVSN USSR,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Oct 20, 1968 04:02 UTC",Success
RVSN USSR,"Site 90/19, Baikonur Cosmodrome, Kazakhstan","Sat Oct 19, 1968 04:20 UTC",Success
NASA,"LC-34, Cape Canaveral AFS, Florida, USA","Fri Oct 11, 1968 15:02 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Fri Oct 11, 1968 12:05 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Oct 07, 1968 12:05 UTC",Partial Failure
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sat Oct 05, 1968 00:32 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Oct 03, 1968 12:59 UTC",Success
RVSN USSR,"Site 161/35, Baikonur Cosmodrome, Kazakhstan","Wed Oct 02, 1968 13:35 UTC",Success
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Sep 26, 1968 07:37 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Sep 23, 1968 07:39 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Sep 20, 1968 14:39 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Mon Sep 16, 1968 12:30 UTC",Success
RVSN USSR,"Site 81/23, Baikonur Cosmodrome, Kazakhstan","Sat Sep 14, 1968 21:42 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Sep 14, 1968 16:50 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Sep 05, 1968 07:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Aug 28, 1968 10:04 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Aug 27, 1968 12:59 UTC",Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Tue Aug 27, 1968 11:29 UTC",Success
General Dynamics,"SLC-3E, Vandenberg AFB, California, USA","Fri Aug 16, 1968 20:57 UTC",Failure
General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA","Sat Aug 10, 1968 22:33 UTC",Partial Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Aug 09, 1968 07:00 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 06, 1968 18:30 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Tue Aug 06, 1968 16:33 UTC",Success
General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA","Tue Aug 06, 1968 11:08 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jul 30, 1968 07:00 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Jul 18, 1968 19:59 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Tue Jul 16, 1968 13:10 UTC",Success
General Dynamics,"LC-576A2, Vandenberg AFB, California, USA","Thu Jul 11, 1968 19:30 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jul 10, 1968 19:49 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 05, 1968 15:25 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Fri Jul 05, 1968 06:59 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 26, 1968 11:00 UTC",Success
RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jun 21, 1968 12:00 UTC",Success
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 18, 1968 16:15 UTC",Success
RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan","Sat Jun 15, 1968",Failure
Martin Marietta,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jun 13, 1968 14:03 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Wed Jun 12, 1968 13:14 UTC",Success
RVSN USSR,"Site 86/1, Kapustin Yar, Russia","Tue Jun 11, 1968 21:29 UTC",Success
US Air Force,"SLC-4W, Vandenberg AFB, California, USA","Wed Jun 05, 1968 17:31 UTC",Success
RVSN USSR,"Site 132/2, Plesetsk Cosmodrome, Russia","Tue Jun 04, 1968 18:45 UTC",Failure
RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Jun 04, 1968 06:45 UTC",Success
RVSN USSR,"Site 41/1, Plesetsk Cosmodrome, Russia","Sat Jun 01, 1968 10:50 UTC",Success
RVSN USSR,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu May 30, 1968 20:29 UTC",Success
