Company Name,Location,Datum,Status Mission
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Nov 05, 2008 00:15 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Oct 29, 2008 16:53 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Oct 25, 2008 02:28 UTC",Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Oct 25, 2008 01:15 UTC",Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Oct 22, 2008 00:52 UTC",Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Sun Oct 19, 2008 17:47 UTC",Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Wed Oct 01, 2008 06:37 UTC",Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Sun Sep 28, 2008 23:15 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Sep 28, 2008 13:10 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Sep 24, 2008 09:27 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Sep 06, 2008 18:50 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sat Sep 06, 2008 03:25 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Fri Aug 29, 2008 07:15 UTC",Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Sun Aug 17, 2008",Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 14, 2008 20:44 UTC",Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Sun Aug 03, 2008 03:34 UTC",Failure
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Jul 22, 2008 02:40 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Jul 16, 2008 05:20 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Mon Jul 07, 2008 21:47 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Fri Jun 20, 2008 07:46 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jun 19, 2008 06:36 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jun 12, 2008 22:05 UTC",Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jun 11, 2008 16:05 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Jun 09, 2008 12:15 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Sat May 31, 2008 21:02 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Tue May 27, 2008 03:02 UTC",Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri May 23, 2008 15:20 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed May 21, 2008 09:42 UTC",Success
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Mon Apr 28, 2008 05:00 UTC",Partial Failure
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Apr 28, 2008 03:53 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Apr 25, 2008 15:35 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Apr 18, 2008 22:17 UTC",Success
Northrop,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Tue Apr 15, 2008 17:01 UTC",Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Apr 14, 2008 20:12 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Mar 27, 2008 17:16 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Mar 19, 2008 22:47 UTC",Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Mar 15, 2008 06:10 UTC",Success
ULA,"SLC-3E, Vandenberg AFB, California, USA","Thu Mar 13, 2008 10:02 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Mar 11, 2008 06:28 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sun Mar 09, 2008 04:03 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 23, 2008 08:55 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Thu Feb 07, 2008 19:45 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Jan 21, 2008 03:45 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Jan 15, 2008 11:48 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Dec 21, 2007 21:41 UTC",Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Thu Dec 20, 2007 20:04 UTC",Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Mon Dec 10, 2007 22:05 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Sun Dec 09, 2007 02:31 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Nov 14, 2007 22:03 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sun Nov 11, 2007 22:48 UTC",Success
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Sun Nov 11, 2007 01:50 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Nov 01, 2007 00:51 UTC",Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Oct 24, 2007 10:05 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Oct 23, 2007 04:39 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Tue Oct 23, 2007 03:38 UTC",Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Oct 17, 2007 12:23 UTC",Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Oct 11, 2007 00:22 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Oct 05, 2007 22:02 UTC",Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Sep 27, 2007 11:34 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Sep 19, 2007 03:26 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Tue Sep 18, 2007 18:35 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Sep 14, 2007 01:31 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Sep 11, 2007 13:05 UTC",Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Sun Sep 02, 2007 12:51 UTC",Partial Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Aug 14, 2007 23:44 UTC",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Wed Aug 08, 2007 22:36 UTC",Success
ULA,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Aug 04, 2007 09:26 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jul 05, 2007 20:08 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Mon Jul 02, 2007 19:38 UTC",Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Fri Jun 29, 2007 10:00 UTC",Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Thu Jun 28, 2007 15:02 UTC",Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Jun 15, 2007 15:11 UTC",Partial Failure
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Fri Jun 15, 2007 02:14 UTC",Success
IAI,"Pad 1, Palmachim Airbase, Israel","Sun Jun 10, 2007",Success
NASA,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 08, 2007 23:38 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Fri Jun 08, 2007 02:34 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu May 31, 2007 16:08 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri May 25, 2007 07:12 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun May 13, 2007 16:01 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri May 04, 2007 22:29 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Wed Apr 25, 2007 20:26 UTC",Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Tue Apr 24, 2007 06:48 UTC",Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Apr 23, 2007 10:00 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Tue Apr 17, 2007 06:46 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Apr 13, 2007 20:11 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Apr 11, 2007 03:27 UTC",Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Wed Mar 21, 2007 01:10 UTC",Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sun Mar 11, 2007 22:03 UTC",Success
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Mar 09, 2007 03:10 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 24, 2007 04:41 UTC",Success
ULA,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Feb 17, 2007 23:01 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Feb 02, 2007 16:28 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Jan 30, 2007 23:21 UTC",Failure
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Jan 10, 2007 03:54 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Dec 19, 2006 14:00 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Dec 18, 2006 06:32 UTC",Success
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","Sat Dec 16, 2006 12:00 UTC",Success
ULA,"SLC-2W, Vandenberg AFB, California, USA","Thu Dec 14, 2006 21:00 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sun Dec 10, 2006 00:47 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Dec 08, 2006 22:08 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Dec 08, 2006 00:53 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Fri Nov 17, 2006 19:12 UTC",Success
Boeing,"SLC-6, Vandenberg AFB, California, USA","Sat Nov 04, 2006 13:53 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Mon Oct 30, 2006 23:48 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sat Oct 28, 2006 16:20 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Thu Oct 26, 2006 00:52 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Mon Oct 23, 2006 23:34 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Oct 13, 2006 20:56 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Sep 25, 2006 18:50 UTC",Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Fri Sep 22, 2006 21:36 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Sep 12, 2006 16:02 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Sep 11, 2006 04:35 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Sat Sep 09, 2006 15:14 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Sep 09, 2006 07:00 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Aug 22, 2006 03:26 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Aug 11, 2006 22:15 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Jul 28, 2006 07:05 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Wed Jul 26, 2006 19:43 UTC",Failure
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Fri Jul 21, 2006 04:20 UTC",Success
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","Wed Jul 12, 2006 14:53 UTC",Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Jul 10, 2006 12:08 UTC",Failure
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Jul 04, 2006 18:37 UTC",Success
Boeing,"SLC-6, Vandenberg AFB, California, USA","Wed Jun 28, 2006 03:33 UTC",Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Sun Jun 25, 2006 04:00 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Wed Jun 21, 2006 22:15 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Jun 18, 2006 07:49 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat May 27, 2006 21:09 UTC",Success
SRC,"K-84 Submarine, Barents Sea Launch Area, Barents Sea","Fri May 26, 2006 18:50 UTC",Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Wed May 24, 2006 22:11 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Fri Apr 28, 2006 10:02 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Apr 26, 2006 22:48 UTC",Success
MITT,"Svobodny Cosmodrome, Russia","Tue Apr 25, 2006 16:47 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Apr 20, 2006 20:27 UTC",Success
Northrop,"SLC-8, Vandenberg AFB, California, USA","Sat Apr 15, 2006 01:40 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Apr 12, 2006 23:29 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Tue Mar 28, 2006 20:10 UTC",Success
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","Fri Mar 24, 2006 21:30 UTC",Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Mar 11, 2006 22:33 UTC",Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Tue Feb 21, 2006 21:28 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 18, 2006 06:27 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Feb 15, 2006 22:34 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Jan 24, 2006 01:33 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jan 19, 2006 19:00 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 21, 2005 23:33 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Dec 21, 2005 19:34 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Nov 16, 2005 23:46 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Nov 08, 2005 14:06 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Oct 27, 2005 06:52 UTC",Success
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","Wed Oct 19, 2005 18:05 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Oct 16, 2005 20:32 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Oct 13, 2005 22:32 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Oct 08, 2005 15:02 UTC",Failure
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Mon Sep 26, 2005 03:37 UTC",Success
Northrop,"SLC-8, Vandenberg AFB, California, USA","Thu Sep 22, 2005 19:24 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Aug 29, 2005 08:45 UTC",Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Aug 26, 2005 18:34 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Tue Aug 23, 2005 21:09 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Aug 12, 2005 11:43 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Aug 11, 2005 08:20 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Aug 02, 2005 07:30 UTC",Success
NASA,"LC-39B, Kennedy Space Center, Florida, USA","Tue Jul 26, 2005 14:39 UTC",Success
ISAS,"Mu Pad, Uchinoura Space Center, Japan","Sun Jul 10, 2005 03:30 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Jul 05, 2005 22:40 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Thu Jun 23, 2005 14:02 UTC",Success
SRC,"K-496 Submarine, Barents Sea Launch Area, Barents Sea","Tue Jun 21, 2005 19:46 UTC",Failure
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Tue Jun 21, 2005 00:48 UTC",Failure
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Fri May 20, 2005 10:22 UTC",Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu May 05, 2005 04:45 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Apr 30, 2005 00:50 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Apr 26, 2005 07:31 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Fri Apr 15, 2005 17:27 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Apr 12, 2005 12:00 UTC",Success
Northrop,"SLC-8, Vandenberg AFB, California, USA","Mon Apr 11, 2005 13:35 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Mar 11, 2005 21:42 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Mar 01, 2005 03:50 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Feb 26, 2005 09:25 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Feb 12, 2005 21:03 UTC",Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Thu Feb 03, 2005 07:41 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jan 20, 2005 03:00 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jan 12, 2005 18:47 UTC",Success
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","Fri Dec 24, 2004 12:00 UTC",Partial Failure
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Tue Dec 21, 2004 21:50 UTC",Partial Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Dec 18, 2004 16:26 UTC",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Dec 17, 2004 12:07 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sat Nov 20, 2004 17:16 UTC",Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Nov 18, 2004 10:45 UTC",Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Mon Nov 08, 2004 18:29 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Nov 06, 2004 05:39 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sat Nov 06, 2004 03:10 UTC",Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Oct 19, 2004 01:20 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Sep 27, 2004 08:00 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Sep 23, 2004 15:07 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Sep 20, 2004 10:31 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Wed Sep 08, 2004 23:14 UTC",Success
IAI,"Pad 1, Palmachim Airbase, Israel","Mon Sep 06, 2004",Failure
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","Tue Aug 31, 2004 23:17 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Aug 29, 2004 07:50 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Aug 03, 2004 06:15 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Sun Jul 25, 2004 07:05 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Thu Jul 22, 2004 17:46 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sun Jul 18, 2004 00:44 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Thu Jul 15, 2004 10:02 UTC",Success
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","Tue Jun 29, 2004 06:30 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Jun 29, 2004 03:58 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Wed Jun 23, 2004 22:54 UTC",Success
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Thu Jun 10, 2004 01:28 UTC",Success
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","Fri May 28, 2004 06:00 UTC",Success
Northrop,"SLC-576E, Vandenberg AFB, California, USA","Thu May 20, 2004 17:47 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue May 04, 2004 12:41 UTC",Success
Boeing,"SLC-2W, Vandenberg AFB, California, USA","Tue Apr 20, 2004 16:57 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Mon Apr 19, 2004 22:22 UTC",Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Apr 18, 2004 15:59 UTC",Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Fri Apr 16, 2004 00:45 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Sat Mar 20, 2004 17:53 UTC",Success
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","Sat Mar 13, 2004 05:40 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Mar 02, 2004 07:17 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Wed Feb 18, 2004 07:06 UTC",Success
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Sat Feb 14, 2004 18:50 UTC",Success
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","Thu Feb 05, 2004 23:46 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Sun Jan 11, 2004 04:12 UTC",Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Dec 29, 2003 19:06 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Sun Dec 21, 2003 08:05 UTC",Success
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","Wed Dec 10, 2003 02:30 UTC",Success
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan","Fri Dec 05, 2003 06:00 UTC",Success
Lockheed,"SLC-3E, Vandenberg AFB, California, USA","Tue Dec 02, 2003 10:04 UTC",Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Nov 29, 2003 04:33 UTC",Failure
CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Nov 14, 2003 16:01 UTC",Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Nov 03, 2003 07:20 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Thu Oct 30, 2003 13:43 UTC",Success
CASC,"LC-7, Taiyuan Satellite Launch Center, China","Tue Oct 21, 2003 03:16 UTC",Success
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","Sat Oct 18, 2003 16:17 UTC",Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Oct 17, 2003 04:52 UTC",Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Wed Oct 15, 2003 01:00 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Wed Oct 01, 2003 04:02 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Sep 27, 2003 23:14 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Sat Sep 27, 2003 06:11 UTC",Success
CASIC,"Taiyuan Satellite Launch Center, China","Tue Sep 16, 2003",Failure
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Sep 09, 2003 04:29 UTC",Success
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","Fri Aug 29, 2003 23:13 UTC",Success
AEB,"VLS Pad, Alc?›ntara Launch Center, Maranh?œo, Brazil","Mon Aug 25, 2003",Prelaunch Failure
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Mon Aug 25, 2003 05:35 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Tue Aug 19, 2003 10:50 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Wed Aug 13, 2003 02:09 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Fri Aug 08, 2003",Success
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Jul 17, 2003 23:45 UTC",Success
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","Tue Jul 08, 2003 03:18 UTC",Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Mon Jun 30, 2003 14:15 UTC",Success
Northrop,"Stargazer, Vandenberg AFB, California, USA","Thu Jun 26, 2003 18:55 UTC",Success
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","Thu Jun 19, 2003 20:00 UTC",Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jun 11, 2003 22:38 UTC",Success
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","Tue Jun 10, 2003 17:58 UTC",Success
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","Tue Jun 10, 2003 13:55 UTC",Success
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","Wed Jun 04, 2003 19:23 UTC",Success
